"alter_kat";"anteil"
"15-24 J.";"0,123342389118527"
"25-34 J.";"0,148291336805150"
"35-44 J.";"0,139576505816201"
"45-54 J.";"0,163303895544502"
"55-64 J.";"0,176895941503260"
"65-74 J.";"0,120825321947435"
"75 J. und älter";"0,127764609264925"
